category,defect_type,mask_file,image_height,image_width,total_pixels,defect_area_pixels,defect_area_percent
bottle,contamination,002_mask.png,900,900,810000,14913,1.8411111111111111
bottle,contamination,003_mask.png,900,900,810000,21317,2.6317283950617285
bottle,contamination,004_mask.png,900,900,810000,16790,2.0728395061728393
bottle,contamination,005_mask.png,900,900,810000,99554,12.290617283950617
bottle,contamination,006_mask.png,900,900,810000,123943,15.301604938271604
bottle,contamination,007_mask.png,900,900,810000,45048,5.561481481481481
bottle,contamination,008_mask.png,900,900,810000,133876,16.527901234567903
bottle,contamination,009_mask.png,900,900,810000,111640,13.782716049382715
bottle,contamination,010_mask.png,900,900,810000,93231,11.51
bottle,contamination,011_mask.png,900,900,810000,120781,14.911234567901236
bottle,contamination,012_mask.png,900,900,810000,122608,15.13679012345679
bottle,contamination,013_mask.png,900,900,810000,41319,5.101111111111111
bottle,contamination,014_mask.png,900,900,810000,5429,0.6702469135802469
bottle,contamination,015_mask.png,900,900,810000,33779,4.170246913580248
bottle,contamination,016_mask.png,900,900,810000,122515,15.125308641975307
bottle,contamination,017_mask.png,900,900,810000,67541,8.338395061728395
bottle,contamination,018_mask.png,900,900,810000,4663,0.575679012345679
bottle,contamination,019_mask.png,900,900,810000,27013,3.3349382716049383
bottle,contamination,020_mask.png,900,900,810000,121385,14.985802469135804
cable,bent_wire,000_mask.png,1024,1024,1048576,23162,2.2089004516601562
cable,bent_wire,001_mask.png,1024,1024,1048576,15206,1.4501571655273438
cable,bent_wire,002_mask.png,1024,1024,1048576,37083,3.536510467529297
cable,bent_wire,003_mask.png,1024,1024,1048576,12881,1.2284278869628906
cable,bent_wire,004_mask.png,1024,1024,1048576,32843,3.132152557373047
cable,bent_wire,005_mask.png,1024,1024,1048576,37738,3.5989761352539062
cable,bent_wire,006_mask.png,1024,1024,1048576,40784,3.88946533203125
cable,bent_wire,007_mask.png,1024,1024,1048576,38552,3.676605224609375
cable,bent_wire,008_mask.png,1024,1024,1048576,19659,1.8748283386230469
cable,bent_wire,009_mask.png,1024,1024,1048576,38202,3.6432266235351562
cable,bent_wire,010_mask.png,1024,1024,1048576,38102,3.6336898803710938
cable,bent_wire,011_mask.png,1024,1024,1048576,119231,11.37075424194336
cable,bent_wire,012_mask.png,1024,1024,1048576,72366,6.901359558105469
cable,cable_swap,000_mask.png,1024,1024,1048576,67133,6.402301788330078
cable,cable_swap,001_mask.png,1024,1024,1048576,61514,5.866432189941406
cable,cable_swap,002_mask.png,1024,1024,1048576,57103,5.445766448974609
cable,cable_swap,003_mask.png,1024,1024,1048576,59063,5.632686614990234
cable,cable_swap,004_mask.png,1024,1024,1048576,55036,5.2486419677734375
cable,cable_swap,005_mask.png,1024,1024,1048576,65474,6.244087219238281
cable,cable_swap,006_mask.png,1024,1024,1048576,67894,6.474876403808594
cable,cable_swap,007_mask.png,1024,1024,1048576,63705,6.075382232666016
cable,cable_swap,008_mask.png,1024,1024,1048576,61687,5.882930755615234
cable,cable_swap,009_mask.png,1024,1024,1048576,58211,5.551433563232422
cable,cable_swap,010_mask.png,1024,1024,1048576,60502,5.769920349121094
cable,cable_swap,011_mask.png,1024,1024,1048576,51956,4.9549102783203125
cable,combined,000_mask.png,1024,1024,1048576,42321,4.036045074462891
cable,combined,001_mask.png,1024,1024,1048576,41285,3.937244415283203
cable,combined,002_mask.png,1024,1024,1048576,23893,2.278614044189453
cable,combined,003_mask.png,1024,1024,1048576,32849,3.1327247619628906
cable,combined,004_mask.png,1024,1024,1048576,49977,4.766178131103516
cable,combined,005_mask.png,1024,1024,1048576,148557,14.167499542236328
cable,combined,006_mask.png,1024,1024,1048576,94011,8.965587615966797
cable,combined,007_mask.png,1024,1024,1048576,77899,7.429027557373047
cable,combined,008_mask.png,1024,1024,1048576,48510,4.626274108886719
cable,combined,009_mask.png,1024,1024,1048576,92936,8.863067626953125
cable,combined,010_mask.png,1024,1024,1048576,78276,7.4649810791015625
cable,cut_inner_insulation,000_mask.png,1024,1024,1048576,33306,3.1763076782226562
cable,cut_inner_insulation,001_mask.png,1024,1024,1048576,30558,2.9142379760742188
cable,cut_inner_insulation,002_mask.png,1024,1024,1048576,26929,2.5681495666503906
cable,cut_inner_insulation,003_mask.png,1024,1024,1048576,62868,5.9955596923828125
cable,cut_inner_insulation,004_mask.png,1024,1024,1048576,44383,4.232692718505859
cable,cut_inner_insulation,005_mask.png,1024,1024,1048576,27373,2.610492706298828
cable,cut_inner_insulation,006_mask.png,1024,1024,1048576,19775,1.8858909606933594
cable,cut_inner_insulation,007_mask.png,1024,1024,1048576,41070,3.9167404174804688
cable,cut_inner_insulation,008_mask.png,1024,1024,1048576,26265,2.5048255920410156
cable,cut_inner_insulation,009_mask.png,1024,1024,1048576,61146,5.831336975097656
cable,cut_inner_insulation,010_mask.png,1024,1024,1048576,31665,3.0198097229003906
cable,cut_inner_insulation,011_mask.png,1024,1024,1048576,56332,5.3722381591796875
cable,cut_inner_insulation,012_mask.png,1024,1024,1048576,103750,9.894371032714844
cable,cut_inner_insulation,013_mask.png,1024,1024,1048576,29743,2.8365135192871094
cable,cut_outer_insulation,000_mask.png,1024,1024,1048576,23454,2.2367477416992188
cable,cut_outer_insulation,001_mask.png,1024,1024,1048576,7513,0.7164955139160156
cable,cut_outer_insulation,002_mask.png,1024,1024,1048576,14604,1.3927459716796875
cable,cut_outer_insulation,003_mask.png,1024,1024,1048576,7697,0.7340431213378906
cable,cut_outer_insulation,004_mask.png,1024,1024,1048576,24050,2.2935867309570312
cable,cut_outer_insulation,005_mask.png,1024,1024,1048576,4647,0.4431724548339844
cable,cut_outer_insulation,006_mask.png,1024,1024,1048576,11710,1.1167526245117188
cable,cut_outer_insulation,007_mask.png,1024,1024,1048576,21941,2.092456817626953
cable,cut_outer_insulation,008_mask.png,1024,1024,1048576,35537,3.3890724182128906
cable,cut_outer_insulation,009_mask.png,1024,1024,1048576,10318,0.9840011596679688
cable,missing_cable,000_mask.png,1024,1024,1048576,74489,7.103824615478516
cable,missing_cable,001_mask.png,1024,1024,1048576,71763,6.843852996826172
cable,missing_cable,002_mask.png,1024,1024,1048576,69188,6.5982818603515625
cable,missing_cable,003_mask.png,1024,1024,1048576,74858,7.139015197753906
cable,missing_cable,004_mask.png,1024,1024,1048576,77885,7.427692413330078
cable,missing_cable,005_mask.png,1024,1024,1048576,70780,6.7501068115234375
cable,missing_cable,006_mask.png,1024,1024,1048576,236776,22.580718994140625
cable,missing_cable,007_mask.png,1024,1024,1048576,158927,15.15645980834961
cable,missing_cable,008_mask.png,1024,1024,1048576,144175,13.74959945678711
cable,missing_cable,009_mask.png,1024,1024,1048576,151277,14.426898956298828
cable,missing_cable,010_mask.png,1024,1024,1048576,84372,8.046340942382812
cable,missing_cable,011_mask.png,1024,1024,1048576,77245,7.366657257080078
cable,missing_wire,000_mask.png,1024,1024,1048576,24951,2.3795127868652344
cable,missing_wire,001_mask.png,1024,1024,1048576,16616,1.584625244140625
cable,missing_wire,002_mask.png,1024,1024,1048576,15156,1.4453887939453125
cable,missing_wire,003_mask.png,1024,1024,1048576,40701,3.881549835205078
cable,missing_wire,004_mask.png,1024,1024,1048576,38640,3.68499755859375
cable,missing_wire,005_mask.png,1024,1024,1048576,18712,1.784515380859375
cable,missing_wire,006_mask.png,1024,1024,1048576,18399,1.7546653747558594
cable,missing_wire,007_mask.png,1024,1024,1048576,18838,1.7965316772460938
cable,missing_wire,008_mask.png,1024,1024,1048576,18820,1.7948150634765625
cable,missing_wire,009_mask.png,1024,1024,1048576,20485,1.9536018371582031
cable,poke_insulation,000_mask.png,1024,1024,1048576,8620,0.8220672607421875
cable,poke_insulation,001_mask.png,1024,1024,1048576,31427,2.997112274169922
cable,poke_insulation,002_mask.png,1024,1024,1048576,1506,0.14362335205078125
cable,poke_insulation,003_mask.png,1024,1024,1048576,13376,1.275634765625
cable,poke_insulation,004_mask.png,1024,1024,1048576,31573,3.011035919189453
cable,poke_insulation,005_mask.png,1024,1024,1048576,6611,0.6304740905761719
cable,poke_insulation,006_mask.png,1024,1024,1048576,27740,2.6454925537109375
cable,poke_insulation,007_mask.png,1024,1024,1048576,51028,4.8664093017578125
cable,poke_insulation,008_mask.png,1024,1024,1048576,41654,3.9724349975585938
cable,poke_insulation,009_mask.png,1024,1024,1048576,37053,3.533649444580078
capsule,crack,000_mask.png,1000,1000,1000000,2494,0.2494
capsule,crack,001_mask.png,1000,1000,1000000,23268,2.3268
capsule,crack,002_mask.png,1000,1000,1000000,2118,0.21180000000000002
capsule,crack,003_mask.png,1000,1000,1000000,3459,0.3459
capsule,crack,004_mask.png,1000,1000,1000000,3043,0.3043
capsule,crack,005_mask.png,1000,1000,1000000,4351,0.4351
capsule,crack,006_mask.png,1000,1000,1000000,5236,0.5236000000000001
capsule,crack,007_mask.png,1000,1000,1000000,4835,0.4835
capsule,crack,008_mask.png,1000,1000,1000000,2750,0.27499999999999997
capsule,crack,009_mask.png,1000,1000,1000000,5359,0.5359
capsule,crack,010_mask.png,1000,1000,1000000,17974,1.7974
capsule,crack,011_mask.png,1000,1000,1000000,5428,0.5428
capsule,crack,012_mask.png,1000,1000,1000000,3416,0.3416
capsule,crack,013_mask.png,1000,1000,1000000,903,0.0903
capsule,crack,014_mask.png,1000,1000,1000000,991,0.0991
capsule,crack,015_mask.png,1000,1000,1000000,11638,1.1638000000000002
capsule,crack,016_mask.png,1000,1000,1000000,1993,0.1993
capsule,crack,017_mask.png,1000,1000,1000000,4812,0.4812
capsule,crack,018_mask.png,1000,1000,1000000,2820,0.28200000000000003
capsule,crack,019_mask.png,1000,1000,1000000,2759,0.27590000000000003
capsule,crack,020_mask.png,1000,1000,1000000,684,0.0684
capsule,crack,021_mask.png,1000,1000,1000000,371,0.0371
capsule,crack,022_mask.png,1000,1000,1000000,731,0.0731
capsule,faulty_imprint,000_mask.png,1000,1000,1000000,2672,0.2672
capsule,faulty_imprint,001_mask.png,1000,1000,1000000,2289,0.2289
capsule,faulty_imprint,002_mask.png,1000,1000,1000000,2789,0.2789
capsule,faulty_imprint,003_mask.png,1000,1000,1000000,1992,0.1992
capsule,faulty_imprint,004_mask.png,1000,1000,1000000,41291,4.1291
capsule,faulty_imprint,005_mask.png,1000,1000,1000000,39240,3.9239999999999995
capsule,faulty_imprint,006_mask.png,1000,1000,1000000,2705,0.2705
capsule,faulty_imprint,007_mask.png,1000,1000,1000000,2771,0.2771
capsule,faulty_imprint,008_mask.png,1000,1000,1000000,3014,0.3014
capsule,faulty_imprint,009_mask.png,1000,1000,1000000,2529,0.2529
capsule,faulty_imprint,010_mask.png,1000,1000,1000000,2810,0.281
capsule,faulty_imprint,011_mask.png,1000,1000,1000000,1417,0.14170000000000002
capsule,faulty_imprint,012_mask.png,1000,1000,1000000,6467,0.6466999999999999
capsule,faulty_imprint,013_mask.png,1000,1000,1000000,3112,0.31120000000000003
capsule,faulty_imprint,014_mask.png,1000,1000,1000000,5727,0.5727
capsule,faulty_imprint,015_mask.png,1000,1000,1000000,2001,0.20010000000000003
capsule,faulty_imprint,016_mask.png,1000,1000,1000000,2247,0.22469999999999998
capsule,faulty_imprint,017_mask.png,1000,1000,1000000,3280,0.328
capsule,faulty_imprint,018_mask.png,1000,1000,1000000,2149,0.21489999999999998
capsule,faulty_imprint,019_mask.png,1000,1000,1000000,1627,0.1627
capsule,faulty_imprint,020_mask.png,1000,1000,1000000,3458,0.3458
capsule,faulty_imprint,021_mask.png,1000,1000,1000000,3213,0.32130000000000003
capsule,poke,000_mask.png,1000,1000,1000000,12289,1.2288999999999999
capsule,poke,001_mask.png,1000,1000,1000000,1926,0.1926
capsule,poke,002_mask.png,1000,1000,1000000,1577,0.1577
capsule,poke,003_mask.png,1000,1000,1000000,1901,0.1901
capsule,poke,004_mask.png,1000,1000,1000000,5226,0.5226
capsule,poke,005_mask.png,1000,1000,1000000,997,0.09970000000000001
capsule,poke,006_mask.png,1000,1000,1000000,1607,0.16069999999999998
capsule,poke,007_mask.png,1000,1000,1000000,695,0.06949999999999999
capsule,poke,008_mask.png,1000,1000,1000000,5162,0.5162
capsule,poke,009_mask.png,1000,1000,1000000,2253,0.22529999999999997
capsule,poke,010_mask.png,1000,1000,1000000,1960,0.196
capsule,poke,011_mask.png,1000,1000,1000000,2714,0.2714
capsule,poke,012_mask.png,1000,1000,1000000,2906,0.2906
capsule,poke,013_mask.png,1000,1000,1000000,2479,0.24789999999999998
capsule,poke,014_mask.png,1000,1000,1000000,3589,0.3589
capsule,poke,015_mask.png,1000,1000,1000000,4295,0.4295
capsule,poke,016_mask.png,1000,1000,1000000,1318,0.1318
capsule,poke,017_mask.png,1000,1000,1000000,1274,0.12739999999999999
capsule,poke,018_mask.png,1000,1000,1000000,2276,0.22759999999999997
capsule,poke,019_mask.png,1000,1000,1000000,2135,0.21350000000000002
capsule,poke,020_mask.png,1000,1000,1000000,2743,0.27430000000000004
capsule,scratch,000_mask.png,1000,1000,1000000,3260,0.326
capsule,scratch,001_mask.png,1000,1000,1000000,6448,0.6447999999999999
capsule,scratch,002_mask.png,1000,1000,1000000,5762,0.5761999999999999
capsule,scratch,003_mask.png,1000,1000,1000000,8001,0.8000999999999999
capsule,scratch,004_mask.png,1000,1000,1000000,10398,1.0397999999999998
capsule,scratch,005_mask.png,1000,1000,1000000,2965,0.29650000000000004
capsule,scratch,006_mask.png,1000,1000,1000000,8496,0.8496
capsule,scratch,007_mask.png,1000,1000,1000000,5954,0.5954
capsule,scratch,008_mask.png,1000,1000,1000000,6350,0.635
capsule,scratch,009_mask.png,1000,1000,1000000,9587,0.9587
capsule,scratch,010_mask.png,1000,1000,1000000,7296,0.7296
capsule,scratch,011_mask.png,1000,1000,1000000,6366,0.6366
capsule,scratch,012_mask.png,1000,1000,1000000,4424,0.4424
capsule,scratch,013_mask.png,1000,1000,1000000,3090,0.309
capsule,scratch,014_mask.png,1000,1000,1000000,15261,1.5261
capsule,scratch,015_mask.png,1000,1000,1000000,12196,1.2196
capsule,scratch,016_mask.png,1000,1000,1000000,5528,0.5528
capsule,scratch,017_mask.png,1000,1000,1000000,4649,0.46490000000000004
capsule,scratch,018_mask.png,1000,1000,1000000,5811,0.5811000000000001
capsule,scratch,019_mask.png,1000,1000,1000000,9149,0.9148999999999999
capsule,scratch,020_mask.png,1000,1000,1000000,5139,0.5139
capsule,scratch,021_mask.png,1000,1000,1000000,4301,0.43010000000000004
capsule,scratch,022_mask.png,1000,1000,1000000,14396,1.4396
capsule,squeeze,000_mask.png,1000,1000,1000000,76945,7.6945
capsule,squeeze,001_mask.png,1000,1000,1000000,50215,5.0215000000000005
capsule,squeeze,002_mask.png,1000,1000,1000000,1881,0.18810000000000002
capsule,squeeze,003_mask.png,1000,1000,1000000,3413,0.3413
capsule,squeeze,004_mask.png,1000,1000,1000000,5830,0.583
capsule,squeeze,005_mask.png,1000,1000,1000000,5820,0.582
capsule,squeeze,006_mask.png,1000,1000,1000000,70635,7.0635
capsule,squeeze,007_mask.png,1000,1000,1000000,66178,6.6178
capsule,squeeze,008_mask.png,1000,1000,1000000,31191,3.1191
capsule,squeeze,009_mask.png,1000,1000,1000000,48392,4.8392
capsule,squeeze,010_mask.png,1000,1000,1000000,11767,1.1766999999999999
capsule,squeeze,011_mask.png,1000,1000,1000000,61876,6.1876
capsule,squeeze,012_mask.png,1000,1000,1000000,64136,6.4136
capsule,squeeze,013_mask.png,1000,1000,1000000,21950,2.1950000000000003
capsule,squeeze,014_mask.png,1000,1000,1000000,80787,8.0787
capsule,squeeze,015_mask.png,1000,1000,1000000,23973,2.3973
capsule,squeeze,016_mask.png,1000,1000,1000000,80278,8.027800000000001
capsule,squeeze,017_mask.png,1000,1000,1000000,5786,0.5786
capsule,squeeze,018_mask.png,1000,1000,1000000,11339,1.1339
capsule,squeeze,019_mask.png,1000,1000,1000000,9902,0.9902
carpet,color,000_mask.png,1024,1024,1048576,61549,5.869770050048828
carpet,color,001_mask.png,1024,1024,1048576,21751,2.0743370056152344
carpet,color,002_mask.png,1024,1024,1048576,25300,2.4127960205078125
carpet,color,003_mask.png,1024,1024,1048576,12315,1.1744499206542969
carpet,color,004_mask.png,1024,1024,1048576,21746,2.0738601684570312
carpet,color,005_mask.png,1024,1024,1048576,17148,1.6353607177734375
carpet,color,006_mask.png,1024,1024,1048576,25289,2.4117469787597656
carpet,color,007_mask.png,1024,1024,1048576,16468,1.5705108642578125
carpet,color,008_mask.png,1024,1024,1048576,65771,6.272411346435547
carpet,color,009_mask.png,1024,1024,1048576,32562,3.1053543090820312
carpet,color,010_mask.png,1024,1024,1048576,22009,2.0989418029785156
carpet,color,011_mask.png,1024,1024,1048576,3665,0.3495216369628906
carpet,color,012_mask.png,1024,1024,1048576,6846,0.6528854370117188
carpet,color,013_mask.png,1024,1024,1048576,4309,0.4109382629394531
carpet,color,014_mask.png,1024,1024,1048576,5934,0.5659103393554688
carpet,color,015_mask.png,1024,1024,1048576,7254,0.6917953491210938
carpet,color,016_mask.png,1024,1024,1048576,9409,0.8973121643066406
carpet,color,017_mask.png,1024,1024,1048576,9088,0.86669921875
carpet,color,018_mask.png,1024,1024,1048576,4613,0.4399299621582031
carpet,cut,000_mask.png,1024,1024,1048576,60295,5.750179290771484
carpet,cut,001_mask.png,1024,1024,1048576,35397,3.375720977783203
carpet,cut,002_mask.png,1024,1024,1048576,40965,3.906726837158203
carpet,cut,003_mask.png,1024,1024,1048576,42374,4.041099548339844
carpet,cut,004_mask.png,1024,1024,1048576,33337,3.1792640686035156
carpet,cut,005_mask.png,1024,1024,1048576,33329,3.1785011291503906
carpet,cut,006_mask.png,1024,1024,1048576,48201,4.596805572509766
carpet,cut,007_mask.png,1024,1024,1048576,45571,4.345989227294922
carpet,cut,008_mask.png,1024,1024,1048576,40279,3.8413047790527344
carpet,cut,009_mask.png,1024,1024,1048576,84065,8.01706314086914
carpet,cut,010_mask.png,1024,1024,1048576,56995,5.435466766357422
carpet,cut,011_mask.png,1024,1024,1048576,54189,5.167865753173828
carpet,cut,012_mask.png,1024,1024,1048576,76542,7.299613952636719
carpet,cut,013_mask.png,1024,1024,1048576,60851,5.803203582763672
carpet,cut,014_mask.png,1024,1024,1048576,40449,3.8575172424316406
carpet,cut,015_mask.png,1024,1024,1048576,73025,6.964206695556641
carpet,cut,016_mask.png,1024,1024,1048576,44284,4.2232513427734375
carpet,hole,000_mask.png,1024,1024,1048576,12393,1.1818885803222656
carpet,hole,001_mask.png,1024,1024,1048576,7035,0.6709098815917969
carpet,hole,002_mask.png,1024,1024,1048576,18762,1.7892837524414062
carpet,hole,003_mask.png,1024,1024,1048576,29732,2.8354644775390625
carpet,hole,004_mask.png,1024,1024,1048576,16118,1.5371322631835938
carpet,hole,005_mask.png,1024,1024,1048576,29754,2.8375625610351562
carpet,hole,006_mask.png,1024,1024,1048576,29883,2.849864959716797
carpet,hole,007_mask.png,1024,1024,1048576,34738,3.3128738403320312
carpet,hole,008_mask.png,1024,1024,1048576,39410,3.7584304809570312
carpet,hole,009_mask.png,1024,1024,1048576,59095,5.635738372802734
carpet,hole,010_mask.png,1024,1024,1048576,15811,1.5078544616699219
carpet,hole,011_mask.png,1024,1024,1048576,15474,1.4757156372070312
carpet,hole,012_mask.png,1024,1024,1048576,21398,2.0406723022460938
carpet,hole,013_mask.png,1024,1024,1048576,19255,1.8362998962402344
carpet,hole,014_mask.png,1024,1024,1048576,13023,1.2419700622558594
carpet,hole,015_mask.png,1024,1024,1048576,13329,1.2711524963378906
carpet,hole,016_mask.png,1024,1024,1048576,25899,2.469921112060547
carpet,metal_contamination,000_mask.png,1024,1024,1048576,1730,0.16498565673828125
carpet,metal_contamination,001_mask.png,1024,1024,1048576,3342,0.31871795654296875
carpet,metal_contamination,002_mask.png,1024,1024,1048576,6063,0.5782127380371094
carpet,metal_contamination,003_mask.png,1024,1024,1048576,3476,0.3314971923828125
carpet,metal_contamination,004_mask.png,1024,1024,1048576,5803,0.5534172058105469
carpet,metal_contamination,005_mask.png,1024,1024,1048576,9758,0.9305953979492188
carpet,metal_contamination,006_mask.png,1024,1024,1048576,4681,0.4464149475097656
carpet,metal_contamination,007_mask.png,1024,1024,1048576,14139,1.3484001159667969
carpet,metal_contamination,008_mask.png,1024,1024,1048576,5846,0.5575180053710938
carpet,metal_contamination,009_mask.png,1024,1024,1048576,4669,0.4452705383300781
carpet,metal_contamination,010_mask.png,1024,1024,1048576,6346,0.6052017211914062
carpet,metal_contamination,011_mask.png,1024,1024,1048576,3340,0.3185272216796875
carpet,metal_contamination,012_mask.png,1024,1024,1048576,3785,0.3609657287597656
carpet,metal_contamination,013_mask.png,1024,1024,1048576,3144,0.299835205078125
carpet,metal_contamination,014_mask.png,1024,1024,1048576,3065,0.2923011779785156
carpet,metal_contamination,015_mask.png,1024,1024,1048576,4089,0.3899574279785156
carpet,metal_contamination,016_mask.png,1024,1024,1048576,3303,0.3149986267089844
carpet,thread,000_mask.png,1024,1024,1048576,6723,0.6411552429199219
carpet,thread,001_mask.png,1024,1024,1048576,3116,0.2971649169921875
carpet,thread,002_mask.png,1024,1024,1048576,4649,0.4433631896972656
carpet,thread,003_mask.png,1024,1024,1048576,1894,0.18062591552734375
carpet,thread,004_mask.png,1024,1024,1048576,15043,1.4346122741699219
carpet,thread,005_mask.png,1024,1024,1048576,17830,1.7004013061523438
carpet,thread,006_mask.png,1024,1024,1048576,21433,2.0440101623535156
carpet,thread,007_mask.png,1024,1024,1048576,9008,0.85906982421875
carpet,thread,008_mask.png,1024,1024,1048576,26369,2.5147438049316406
carpet,thread,009_mask.png,1024,1024,1048576,2060,0.1964569091796875
carpet,thread,010_mask.png,1024,1024,1048576,6409,0.6112098693847656
carpet,thread,011_mask.png,1024,1024,1048576,3389,0.3232002258300781
carpet,thread,012_mask.png,1024,1024,1048576,29242,2.7887344360351562
carpet,thread,013_mask.png,1024,1024,1048576,55773,5.318927764892578
carpet,thread,014_mask.png,1024,1024,1048576,5452,0.5199432373046875
carpet,thread,015_mask.png,1024,1024,1048576,6667,0.6358146667480469
carpet,thread,016_mask.png,1024,1024,1048576,5040,0.48065185546875
carpet,thread,017_mask.png,1024,1024,1048576,10636,1.0143280029296875
carpet,thread,018_mask.png,1024,1024,1048576,4199,0.4004478454589844
grid,bent,000_mask.png,1024,1024,1048576,5460,0.5207061767578125
grid,bent,001_mask.png,1024,1024,1048576,4554,0.43430328369140625
grid,bent,002_mask.png,1024,1024,1048576,4315,0.4115104675292969
grid,bent,003_mask.png,1024,1024,1048576,7860,0.7495880126953125
grid,bent,004_mask.png,1024,1024,1048576,8709,0.8305549621582031
grid,bent,005_mask.png,1024,1024,1048576,14959,1.4266014099121094
grid,bent,006_mask.png,1024,1024,1048576,22629,2.158069610595703
grid,bent,007_mask.png,1024,1024,1048576,11967,1.1412620544433594
grid,bent,008_mask.png,1024,1024,1048576,6220,0.5931854248046875
grid,bent,009_mask.png,1024,1024,1048576,14468,1.3797760009765625
grid,bent,010_mask.png,1024,1024,1048576,19594,1.8686294555664062
grid,bent,011_mask.png,1024,1024,1048576,15136,1.4434814453125
grid,broken,000_mask.png,1024,1024,1048576,7428,0.7083892822265625
grid,broken,001_mask.png,1024,1024,1048576,24376,2.324676513671875
grid,broken,002_mask.png,1024,1024,1048576,2682,0.25577545166015625
grid,broken,003_mask.png,1024,1024,1048576,11860,1.1310577392578125
grid,broken,004_mask.png,1024,1024,1048576,4616,0.440216064453125
grid,broken,005_mask.png,1024,1024,1048576,6628,0.6320953369140625
grid,broken,006_mask.png,1024,1024,1048576,5489,0.5234718322753906
grid,broken,007_mask.png,1024,1024,1048576,4852,0.4627227783203125
grid,broken,008_mask.png,1024,1024,1048576,4135,0.3943443298339844
grid,broken,009_mask.png,1024,1024,1048576,6307,0.6014823913574219
grid,broken,010_mask.png,1024,1024,1048576,5170,0.49304962158203125
grid,broken,011_mask.png,1024,1024,1048576,4002,0.38166046142578125
grid,glue,000_mask.png,1024,1024,1048576,5771,0.5503654479980469
grid,glue,001_mask.png,1024,1024,1048576,5019,0.4786491394042969
grid,glue,002_mask.png,1024,1024,1048576,5399,0.5148887634277344
grid,glue,003_mask.png,1024,1024,1048576,4794,0.45719146728515625
grid,glue,004_mask.png,1024,1024,1048576,7696,0.73394775390625
grid,glue,005_mask.png,1024,1024,1048576,2542,0.24242401123046875
grid,glue,006_mask.png,1024,1024,1048576,4838,0.46138763427734375
grid,glue,007_mask.png,1024,1024,1048576,5125,0.4887580871582031
grid,glue,008_mask.png,1024,1024,1048576,2384,0.22735595703125
grid,glue,009_mask.png,1024,1024,1048576,6548,0.6244659423828125
grid,glue,010_mask.png,1024,1024,1048576,6811,0.6495475769042969
